UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20,04/15/20,04/16/20,04/17/20,04/18/20,04/19/20,04/20/20,04/21/20,04/22/20,04/23/20,04/24/20,04/25/20,04/26/20,04/27/20,04/28/20,04/29/20,04/30/20,05/01/20,05/02/20,05/03/20,05/04/20,05/05/20,05/06/20,05/07/20,05/08/20,05/09/20,05/10/20,05/11/20,05/12/20,05/13/20,05/14/20,05/15/20,05/16/20,05/17/20,05/18/20,05/19/20,05/20/20,05/21/20,05/22/20,05/23/20,05/24/20,05/25/20,05/26/20,05/27/20,05/28/20,05/29/20,05/30/20,05/31/20,06/01/20,06/02/20,06/03/20,06/04/20,06/05/20,06/06/20,06/07/20,06/08/20,06/09/20,06/10/20,06/11/20,06/12/20,06/13/20,06/14/20,06/15/20,06/16/20,06/17/20,06/18/20,06/19/20,06/20/20,06/21/20,06/22/20,06/23/20,06/24/20,06/25/20,06/26/20,06/27/20,06/28/20,06/29/20,06/30/20,07/01/20,07/02/20,07/03/20,07/04/20,07/05/20,07/06/20,07/07/20,07/08/20,07/09/20,07/10/20,07/11/20,07/12/20,07/13/20,07/14/20,07/15/20,07/16/20,07/17/20,07/18/20,07/19/20,07/20/20,07/21/20,07/22/20,07/23/20,07/24/20,07/25/20,07/26/20,07/27/20,07/28/20,07/29/20,07/30/20,07/31/20,08/01/20,08/02/20,08/03/20,08/05/20,08/04/20,08/09/20,08/08/20,08/07/20,08/06/20,08/11/20,08/10/20,08/12/20,08/14/20,08/13/20,08/15/20,08/18/20,08/17/20,08/16/20,08/19/20,08/20/20,08/25/20,08/24/20,08/23/20,08/22/20,08/21/20,08/26/20,08/31/20,08/30/20,08/29/20,08/28/20,08/27/20,09/02/20,09/01/20,09/03/20,09/04/20,09/06/20,09/05/20,09/07/20,09/09/20,09/08/20,09/10/20,09/14/20,09/13/20,09/12/20,09/11/20,09/16/20,09/15/20,09/18/20,09/17/20,09/22/20,09/21/20,09/20/20,09/19/20,09/25/20,09/24/20,09/23/20,09/29/20,09/28/20,09/27/20,09/26/20,10/01/20,09/30/20,10/05/20,10/04/20,10/03/20,10/02/20,10/06/20,10/08/20,10/07/20,10/12/20,10/11/20,10/10/20,10/09/20,10/15/20,10/14/20,10/13/20,10/18/20,10/17/20,10/16/20,10/19/20,10/26/20,10/25/20,10/24/20,10/23/20,10/22/20,10/21/20,10/20/20,10/28/20,10/27/20,11/02/20,11/01/20,10/31/20,10/30/20,10/29/20,11/03/20,11/05/20,11/04/20,11/11/20,11/10/20,11/09/20,11/08/20,11/07/20,11/06/20,11/13/20,11/12/20,11/16/20,11/15/20,11/14/20
,,,,,,Stavropol Krai,Russia,44.86325770000001,43.4406913,"Stavropol Krai, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5,5,5,5,6,6,6,11,11,11,11,20,39,39,42,52,66,74,86,95,115,143,155,209,232,244,266,277,332,358,385,421,454,491,519,562,651,676,731,788,824,864,887,943,1012,1050,1084,1125,1176,1248,1308,1367,1465,1530,1600,1659,1728,1781,1855,1932,2011,2086,2158,2238,2320,2404,2485,2568,2653,2733,2819,2903,2990,3079,3167,3253,3338,3425,3509,3594,3677,3759,3845,3928,4018,4155,4248,4349,4451,4541,4616,4695,4771,4875,4973,5063,5141,5225,5318,5391,5487,5569,5649,5728,5813,5892,5975,6054,6164,6239,6303,6394,6496,6625,6766,6889,6990,7099,7195,7320,7451,7569,7678,7770,7880,7999,8109,8223,8341,8449,8560,8779,8658,9263,9136,8999,8895,9499,9388,9594,9829,9699,9956,10345,10217,10085,10480,10609,11247,11124,10995,10869,10741,11361,11985,11857,11730,11606,11481,12237,12110,12367,12499,12754,12628,12878,13129,13002,13258,13799,13663,13526,13391,14070,13933,14348,14208,14914,14769,14629,14487,15345,15199,15057,15927,15781,15637,15490,16226,16075,16827,16678,16528,16375,16978,17286,17131,17904,17748,17594,17443,18393,18230,18065,18906,18731,18560,19076,20321,20136,19953,19778,19598,19421,19250,20698,20508,21671,21475,21277,21085,20890,21874,22287,22079,23527,23319,23115,22904,22695,22494,23952,23737,24592,24379,24164
,,,,,,Sverdlovsk Oblast,Russia,58.6414755,61.8021546,"Sverdlovsk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,9,9,9,13,13,20,20,24,24,24,33,33,38,39,40,40,44,51,56,59,61,74,78,85,93,105,111,115,126,141,149,233,243,271,304,337,395,454,539,629,703,935,1016,1091,1144,1277,1353,1429,1584,1705,1844,1952,2163,2298,2362,2466,2571,2731,2861,2999,3134,3308,3443,3614,3704,3983,4190,4425,4693,4923,5184,5449,5732,6024,6381,6679,6930,7179,7419,7668,7910,8194,8506,8826,9071,9325,9558,9789,10016,10247,10501,10725,10932,11129,11311,11492,11684,11877,12093,12302,12516,12792,13048,13272,13499,13767,14033,14303,14529,14792,15068,15343,15623,15909,16127,16372,16635,16984,17285,17544,17789,18023,18250,18484,18733,18981,19232,19473,19725,19934,20157,20372,20582,20784,20983,21179,21542,21361,22267,22083,21905,21725,22614,22446,22781,23097,22943,23255,23695,23546,23405,23842,23981,24598,24482,24355,24226,24105,24720,25315,25196,25076,24960,24839,25547,25432,25668,25791,26038,25910,26163,26401,26286,26527,27048,26919,26788,26660,27299,27172,27554,27425,28043,27922,27799,27679,28436,28299,28168,29005,28862,28716,28575,29311,29154,29987,29812,29640,29475,30163,30526,30342,31342,31124,30915,30717,31974,31761,31550,32663,32420,32193,32912,34782,34501,34225,33952,33684,33425,33170,35360,35069,36766,36487,36212,35934,35650,37049,37613,37326,39376,39070,38776,38479,38188,37895,40011,39690,41012,40671,40338
,,,,,,Tambov Oblast,Russia,52.9019574,41.3578918,"Tambov Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,7,7,15,15,21,21,33,33,48,48,83,83,133,133,165,187,209,222,240,263,298,343,399,460,493,537,612,675,729,789,842,909,971,1046,1131,1221,1312,1403,1483,1568,1654,1737,1819,1902,1984,2069,2154,2238,2321,2400,2475,2547,2622,2699,2772,2845,2916,2983,3047,3110,3175,3242,3307,3371,3439,3504,3569,3636,3704,3770,3834,3897,3962,4026,4088,4152,4210,4265,4318,4368,4413,4457,4503,4548,4592,4637,4681,4727,4772,4816,4859,4901,4944,4988,5030,5073,5114,5157,5199,5239,5280,5320,5361,5401,5443,5484,5524,5566,5607,5649,5689,5728,5766,5805,5842,5878,5926,5959,5990,6019,6047,6075,6130,6103,6236,6210,6184,6157,6286,6261,6311,6360,6336,6384,6455,6432,6408,6477,6499,6610,6587,6565,6543,6521,6633,6751,6726,6701,6678,6655,6801,6776,6827,6853,6905,6879,6931,6985,6958,7012,7124,7095,7067,7039,7184,7153,7252,7217,7400,7362,7324,7288,7518,7478,7439,7683,7641,7599,7558,7771,7726,7964,7914,7865,7817,8016,8124,8069,8368,8305,8243,8182,8564,8497,8432,8771,8701,8632,8843,9398,9316,9236,9158,9082,9006,8911,9570,9483,10036,9940,9845,9752,9660,10134,10333,10233,10967,10858,10750,10643,10538,10435,11189,11077,11530,11416,11302
,,,,,,Tatarstan Republic,Russia,55.7648572,52.43104273,"Tatarstan Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,6,6,7,7,10,11,14,14,14,19,19,19,25,25,25,41,41,41,50,50,73,73,84,107,107,128,144,160,191,230,280,355,412,426,491,562,632,697,752,823,894,960,1031,1117,1208,1310,1415,1498,1586,1671,1761,1832,1919,1980,2064,2148,2232,2312,2400,2475,2546,2621,2697,2787,2849,2912,2966,3026,3079,3142,3194,3244,3297,3351,3402,3452,3504,3558,3611,3665,3720,3774,3823,3868,3914,3958,4001,4040,4078,4114,4152,4192,4231,4271,4310,4350,4390,4431,4472,4514,4555,4595,4634,4673,4711,4749,4787,4823,4858,4893,4929,4964,4997,5029,5061,5093,5126,5157,5186,5215,5248,5278,5309,5341,5372,5404,5436,5469,5501,5534,5569,5602,5633,5664,5694,5751,5723,5872,5841,5810,5781,5930,5902,5959,6018,5988,6046,6133,6103,6075,6161,6191,6338,6308,6279,6250,6220,6367,6509,6481,6453,6424,6396,6563,6536,6591,6618,6669,6644,6694,6740,6718,6761,6858,6835,6812,6787,6900,6880,6949,6923,7044,7021,6997,6974,7112,7087,7065,7205,7183,7160,7135,7256,7230,7364,7337,7311,7284,7389,7448,7417,7584,7549,7515,7480,7692,7654,7618,7811,7770,7731,7856,8190,8145,8097,8042,7991,7943,7899,8282,8235,8506,8462,8417,8374,8328,8549,8649,8596,8985,8930,8874,8816,8757,8706,9111,9044,9305,9243,9180
,,,,,,Tomsk Oblast,Russia,58.6124279,82.04753149999998,"Tomsk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,8,15,15,21,21,24,29,33,37,43,52,59,66,67,76,81,87,89,97,102,119,128,147,160,162,176,191,210,279,294,311,320,329,343,363,381,397,409,429,450,479,507,536,564,595,622,645,667,688,716,739,765,797,832,868,922,971,1018,1066,1116,1167,1215,1268,1314,1370,1426,1515,1598,1667,1725,1785,1846,1909,1968,2031,2089,2144,2197,2254,2307,2364,2417,2480,2557,2608,2661,2717,2771,2846,2915,2974,3041,3112,3173,3262,3314,3375,3435,3493,3608,3661,3717,3766,3821,3872,3926,3979,4040,4091,4150,4210,4261,4310,4411,4358,4626,4576,4525,4471,4738,4682,4792,4885,4840,4936,5068,5024,4979,5110,5150,5371,5331,5287,5242,5191,5409,5706,5596,5536,5494,5452,5795,5748,5839,5890,5994,5942,6039,6147,6094,6203,6421,6369,6319,6264,6530,6479,6645,6583,6895,6834,6775,6713,7098,7025,6960,7401,7320,7249,7174,7579,7490,7982,7876,7768,7670,8103,8323,8213,8892,8741,8593,8454,9402,9232,9057,9934,9755,9582,10109,11379,11195,11008,10818,10634,10454,10283,11765,11569,12756,12567,12371,12180,11977,12943,13337,13144,14565,14371,14156,13949,13740,13536,14998,14777,15634,15421,15211
,,,,,,Tula Oblast,Russia,53.9570701,37.3690909,"Tula Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,5,7,7,8,11,11,12,12,17,17,17,19,29,39,49,54,66,71,71,74,85,85,130,174,199,229,287,309,384,436,461,505,578,644,713,783,873,965,1047,1135,1218,1293,1368,1445,1530,1620,1706,1795,1881,1971,2060,2158,2263,2364,2461,2545,2637,2735,2824,2915,3005,3102,3213,3318,3422,3532,3644,3751,3855,3968,4074,4183,4293,4398,4505,4620,4734,4843,4946,5047,5147,5245,5340,5436,5529,5620,5712,5802,5887,5973,6056,6137,6220,6302,6382,6460,6536,6613,6686,6762,6836,6908,6976,7046,7115,7182,7248,7312,7376,7439,7500,7568,7629,7688,7745,7796,7845,7890,7933,7977,8018,8056,8093,8130,8165,8198,8230,8261,8293,8323,8351,8379,8411,8474,8444,8602,8570,8537,8506,8664,8633,8698,8765,8731,8797,8885,8857,8827,8914,8941,9087,9059,9029,9000,8971,9114,9254,9226,9196,9167,9140,9313,9283,9341,9368,9427,9398,9454,9513,9482,9542,9654,9623,9595,9569,9716,9686,9779,9748,9903,9872,9840,9808,9997,9965,9935,10127,10093,10061,10028,10196,10161,10347,10304,10266,10230,10393,10489,10440,10702,10645,10593,10542,10895,10826,10762,11117,11043,10968,11192,11810,11706,11609,11516,11427,11344,11265,12022,11915,12618,12489,12366,12246,12131,12749,13011,12879,13797,13665,13532,13402,13270,13141,14061,13930,14468,14330,14195
,,,,,,Tver Oblast,Russia,57.1134475,35.174442799999994,"Tver Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,6,6,6,8,8,12,19,24,31,31,75,75,117,151,188,237,270,296,329,356,383,412,441,464,498,507,518,535,564,610,661,680,709,753,769,784,822,867,898,932,942,962,1006,1059,1085,1112,1131,1164,1203,1242,1273,1310,1363,1378,1424,1476,1517,1560,1604,1650,1695,1731,1804,1875,1962,2055,2147,2231,2314,2397,2488,2569,2650,2728,2800,2869,2934,3001,3068,3134,3197,3256,3311,3364,3419,3471,3524,3574,3622,3668,3712,3753,3795,3835,3873,3909,3941,3971,4001,4033,4064,4095,4124,4153,4183,4211,4237,4263,4288,4312,4338,4366,4393,4423,4451,4478,4505,4534,4567,4597,4626,4655,4683,4737,4710,4846,4818,4791,4763,4901,4874,4931,4988,4959,5014,5090,5064,5039,5114,5140,5259,5236,5213,5188,5164,5284,5407,5383,5357,5333,5308,5455,5432,5477,5500,5547,5524,5569,5612,5592,5635,5729,5704,5680,5656,5780,5755,5832,5804,5964,5930,5895,5862,6071,6034,5999,6271,6218,6166,6117,6385,6324,6653,6585,6518,6449,6720,6872,6791,7248,7150,7051,6958,7548,7444,7347,7878,7765,7654,7988,8860,8722,8583,8453,8331,8211,8097,9134,8997,9887,9731,9574,9422,9276,10045,10376,10207,11454,11271,11086,10905,10723,10547,11826,11639,12387,12199,12012
,,,,,,Tyumen Oblast,Russia,58.8206488,70.36588370000001,"Tyumen Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,6,6,6,11,11,11,11,18,18,19,22,30,39,53,67,85,112,146,185,227,254,290,319,341,357,374,386,399,404,420,435,442,458,495,561,589,658,683,707,730,803,832,902,977,1018,1057,1102,1135,1181,1227,1267,1278,1331,1366,1411,1448,1490,1532,1562,1580,1608,1638,1661,1702,1749,1798,1834,1873,1908,1947,1981,2013,2047,2069,2119,2196,2269,2330,2382,2433,2480,2529,2574,2621,2667,2717,2766,2827,2886,2953,3018,3087,3155,3231,3316,3397,3480,3560,3638,3713,3785,3870,3952,4035,4120,4204,4286,4367,4451,4560,4667,4779,4885,4987,5090,5190,5291,5389,5484,5576,5666,5755,5844,5929,6019,6107,6271,6189,6581,6507,6430,6351,6726,6655,6790,6910,6855,6966,7128,7073,7020,7177,7228,7479,7428,7380,7330,7278,7528,7771,7724,7673,7623,7575,7865,7820,7914,7961,8062,8012,8111,8206,8158,8257,8469,8415,8360,8310,8574,8520,8690,8631,8942,8881,8816,8754,9142,9072,9005,9428,9356,9282,9211,9587,9506,9955,9858,9765,9674,10057,10271,10162,10745,10617,10499,10383,11139,11006,10875,11550,11411,11275,11692,12695,12554,12415,12275,12134,11995,11857,12967,12830,13704,13549,13398,13249,13105,13855,14162,14008,15091,14931,14779,14623,14470,14315,15412,15249,15907,15742,15580
,,,,,,Tyva Republic,Russia,51.4017149,93.8582593,"Tyva Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,8,9,9,13,13,13,13,14,15,24,27,30,31,31,33,39,40,43,47,51,51,55,56,60,81,93,144,157,196,222,252,269,299,351,407,451,530,576,628,706,760,818,876,942,997,1055,1115,1161,1221,1297,1391,1489,1607,1738,1835,1914,2027,2203,2304,2494,2566,2651,2761,2883,2998,3138,3285,3435,3575,3713,3853,3983,4111,4235,4361,4486,4605,4717,4827,4927,5008,5083,5156,5226,5280,5325,5365,5404,5444,5490,5537,5582,5614,5652,5692,5732,5777,5812,5847,5883,5924,5956,5988,6018,6048,6080,6109,6137,6159,6189,6241,6216,6333,6308,6284,6258,6375,6352,6396,6443,6421,6463,6520,6501,6482,6549,6567,6681,6658,6634,6614,6589,6706,6824,6796,6770,6747,6730,6862,6841,6890,6913,6956,6934,6983,7032,7007,7049,7156,7130,7099,7073,7222,7187,7291,7255,7435,7395,7357,7321,7547,7517,7479,7710,7669,7626,7584,7796,7752,7931,7898,7868,7835,7967,8020,7989,8179,8136,8095,8056,8304,8262,8226,8454,8400,8350,8512,9010,8938,8869,8789,8711,8650,8572,9163,9085,9617,9521,9427,9331,9243,9711,9904,9806,10487,10388,10291,10195,10100,10003,10685,10584,10991,10889,10789
,,,,,,Udmurt Republic,Russia,57.1961165,52.69598320000001,"Udmurt Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,9,9,9,11,11,13,13,19,27,42,58,62,66,92,118,152,161,178,193,202,207,212,217,228,237,244,271,314,332,344,344,345,352,370,389,395,395,402,408,422,436,441,452,458,463,477,492,510,529,549,559,583,605,629,652,682,717,770,822,865,904,936,963,987,1011,1031,1053,1073,1094,1114,1133,1153,1175,1195,1216,1235,1254,1272,1294,1314,1334,1357,1379,1400,1420,1440,1459,1476,1499,1519,1537,1554,1592,1623,1652,1701,1747,1792,1834,1880,1923,1966,2006,2044,2079,2111,2142,2173,2202,2229,2254,2279,2303,2323,2341,2360,2378,2398,2420,2463,2442,2574,2547,2520,2492,2628,2602,2654,2706,2681,2735,2819,2792,2764,2849,2876,3013,2990,2961,2931,2903,3040,3179,3150,3123,3092,3062,3249,3211,3294,3343,3443,3392,3491,3593,3543,3648,3896,3836,3773,3712,4033,3961,4170,4103,4493,4408,4327,4245,4739,4658,4577,5131,5023,4923,4828,5363,5245,5826,5709,5594,5476,5932,6159,6042,6613,6503,6391,6275,6964,6838,6721,7312,7197,7082,7422,8263,8137,8013,7890,7765,7645,7529,8504,8384,9122,8996,8870,8745,8622,9257,9529,9394,10350,10213,10073,9934,9793,9659,10630,10491,11079,10927,10777
,,,,,,Ulyanovsk Oblast,Russia,54.1463177,47.2324921,"Ulyanovsk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,6,40,62,70,86,86,104,123,138,157,168,187,187,196,228,253,280,307,331,360,379,406,429,461,499,528,544,573,605,681,765,807,848,886,932,1012,1081,1159,1260,1366,1462,1526,1596,1666,1764,1861,1959,2051,2121,2196,2271,2369,2466,2567,2672,2770,2870,2965,3074,3168,3265,3359,3450,3538,3633,3783,3902,4048,4195,4344,4467,4589,4700,4810,4920,5026,5133,5242,5352,5461,5567,5674,5780,5888,5993,6096,6203,6308,6415,6520,6628,6733,6836,6944,7051,7162,7272,7382,7493,7596,7706,7818,7927,8037,8137,8247,8357,8461,8569,8671,8781,8885,8995,9095,9205,9307,9417,9626,9526,10045,9935,9835,9735,10255,10140,10346,10526,10440,10646,10934,10839,10737,11025,11124,11558,11473,11386,11302,11215,11638,12072,11981,11892,11807,11718,12259,12164,12353,12451,12648,12550,12745,12949,12844,13057,13533,13404,13276,13166,13788,13661,14033,13913,14528,14403,14279,14154,14892,14771,14651,15365,15246,15128,15011,15612,15487,16155,16010,15869,15740,16304,16600,16452,17226,17062,16902,16750,17739,17565,17395,18264,18089,17919,18444,19778,19578,19381,19186,18996,18811,18627,20182,19981,21215,21005,20797,20592,20386,21426,21848,21636,23124,22908,22694,22483,22269,22057,23559,23342,24228,24002,23779
,,,,,,Vladimir Oblast,Russia,56.0503336,40.6561633,"Vladimir Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,5,12,14,38,42,48,71,84,100,145,159,183,198,225,259,280,293,339,381,426,475,518,597,634,669,715,775,830,896,944,1001,1079,1124,1166,1249,1326,1387,1459,1504,1592,1657,1738,1837,1920,1986,2043,2120,2194,2253,2322,2379,2434,2495,2554,2617,2676,2735,2797,2853,2908,2966,3026,3089,3151,3205,3260,3324,3390,3453,3512,3569,3629,3685,3739,3795,3850,3903,3954,4006,4056,4109,4160,4214,4263,4314,4362,4408,4456,4505,4552,4598,4647,4694,4739,4785,4829,4874,4917,4962,5006,5048,5091,5133,5177,5218,5261,5298,5333,5369,5402,5433,5462,5490,5516,5541,5563,5586,5610,5635,5659,5705,5683,5794,5772,5748,5725,5835,5815,5856,5900,5876,5923,5994,5972,5948,6017,6042,6159,6137,6114,6089,6066,6185,6318,6292,6264,6237,6212,6374,6345,6405,6437,6493,6464,6521,6583,6551,6614,6740,6709,6679,6647,6806,6772,6871,6838,7003,6969,6937,6906,7096,7067,7034,7252,7211,7171,7132,7337,7295,7540,7483,7429,7381,7600,7716,7657,7959,7897,7830,7772,8185,8107,8031,8426,8346,8267,8508,9117,9025,8935,8847,8762,8675,8589,9310,9212,9810,9710,9607,9508,9407,9915,10126,10022,10800,10680,10566,10457,10344,10234,11041,10918,11418,11294,11167
,,,,,,Volgograd Oblast,Russia,49.6048339,44.29035820000001,"Volgograd Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,8,8,8,8,8,15,26,26,26,28,33,38,44,46,47,58,62,79,93,111,134,145,165,186,212,242,272,297,313,344,386,432,474,516,578,647,711,791,893,1012,1061,1135,1259,1355,1445,1531,1596,1661,1747,1831,1913,2002,2109,2207,2296,2384,2470,2581,2714,2868,3026,3215,3334,3432,3541,3669,3794,3913,4030,4122,4238,4346,4460,4569,4677,4783,4887,4991,5100,5207,5312,5410,5518,5622,5724,5825,5935,6037,6135,6232,6327,6419,6508,6597,6688,6783,6877,6969,7058,7146,7240,7332,7428,7516,7601,7694,7785,7879,7968,8056,8149,8244,8340,8431,8517,8602,8689,8778,8870,8958,9052,9142,9237,9328,9425,9613,9517,9998,9892,9804,9711,10190,10095,10281,10480,10383,10576,10852,10763,10668,10939,11023,11509,11411,11299,11190,11105,11617,12125,12030,11934,11836,11729,12309,12216,12407,12503,12709,12607,12806,12993,12901,13087,13473,13375,13280,13183,13674,13570,13869,13772,14256,14158,14063,13965,14577,14468,14360,14993,14888,14786,14680,15231,15099,15735,15603,15474,15350,15876,16164,16021,16790,16629,16470,16315,17291,17124,16955,17811,17636,17463,17987,19328,19133,18940,18746,18554,18363,18175,19723,19525,20745,20536,20324,20118,19919,20956,21386,21169,22722,22493,22266,22041,21819,21601,23171,22945,23856,23629,23405
,,,,,,Vologda Oblast,Russia,60.0391461,43.1215213,"Vologda Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,12,12,13,13,23,23,27,35,38,39,42,43,50,52,67,77,86,93,100,107,114,120,129,138,145,155,160,166,173,184,199,219,223,230,236,241,253,267,286,298,317,334,346,361,398,431,454,477,502,528,562,603,643,665,699,774,833,860,882,929,952,979,998,1018,1035,1056,1084,1111,1137,1159,1189,1221,1254,1284,1302,1317,1335,1359,1386,1408,1428,1445,1466,1487,1508,1526,1546,1565,1586,1607,1628,1646,1666,1688,1709,1730,1749,1770,1790,1818,1856,1888,1915,1944,1972,2002,2032,2061,2088,2114,2140,2165,2192,2218,2245,2271,2297,2324,2351,2378,2406,2434,2461,2488,2544,2516,2657,2628,2600,2571,2712,2684,2743,2801,2772,2844,2952,2917,2881,2985,3018,3179,3148,3115,3083,3050,3212,3379,3346,3310,3278,3244,3450,3416,3486,3519,3593,3557,3632,3707,3666,3744,3906,3865,3823,3784,3992,3950,4080,4037,4256,4211,4168,4124,4388,4343,4300,4576,4530,4483,4435,4673,4624,4893,4836,4780,4723,4949,5071,5009,5338,5273,5205,5136,5561,5482,5407,5809,5726,5645,5892,6533,6440,6349,6254,6162,6071,5981,6722,6627,7224,7120,7015,6916,6818,7329,7548,7438,8307,8173,8043,7915,7788,7663,8575,8439,8999,8853,8710
